Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
cameraroom_cab9e159		Quinn grabbed his head in pain, as if a screwdriver was being slowly pushed into it, but luckly it subsided faster than before.	game/level2.rpy	169	"[what]"
cameraroom_28e863af		Han was trying to get up, unsuccessfully, with fear etched in his face.	game/level2.rpy	171	"[what]"
cameraroom_fbb1efd7	han	Never, never try to look at them! You hear me? You can only see the infected ones, but not...	game/level2.rpy	173	han "[what]"
cameraroom_a310ee36		Han clutched his chest mid-sentence, then gasped for air.	game/level2.rpy	175	"[what]"
cameraroom_c5af325f		Quinn got down to help him, but it was too late, the old man had passed away almost immediately, perhaps due to the stress of the moment.	game/level2.rpy	177	"[what]"
cameraroom_a274c578		He could not make sense of the words of Han, but he decided it would be best to heed them. Honoring his last words, Quinn went in the shaft without trying to look to the cameras again.	game/level2.rpy	179	"[what]"
cameraroom_915cfe98_1		Quinn felt he needed to have at least an idea of the situation or he wouldn't be able to make it. What if he ran into another Alan?	game/level2.rpy	185	"[what]"
cameraroom_9b3fd76d		He stepped in front of the control panel which showed all the active cameras. More than half of them only showed a gruesome scenario, rooms full of blood and without any bodies to be seen.	game/level2.rpy	187	"[what]"
cameraroom_d505411a_1		But on one camera, he saw Alan, running like a madman, going from one area to another while limping from one leg, perhaps due to their encounter a few minutes ago.	game/level2.rpy	189	"[what]"
cameraroom_94285ecb		And on another camera, he thought at first that it was one of the crazed crew, but on closer inspection, this was not human	game/level2.rpy	191	"[what]"
cameraroom_18ec4549		This was an alien creature. Was this thing responsible of everything that was happening?	game/level2.rpy	195	"[what]"
cameraroom_1dbfd447_1	han	NO! Don't look at them!	game/level2.rpy	197	han "[what]"
cameraroom_c6dcf1c3_1		Quinn wanted to retort, but he found the words drowning in his own throat.	game/level2.rpy	199	"[what]"
cameraroom_e7cdaedd_1		The eye, once again, appeared inside of his own mind.	game/level2.rpy	211	"[what]"
cameraroom_6bf4e072	a	We see...	game/level2.rpy	213	a "[what]"
cameraroom_8956c8b1		Quinn grabbed his head in pain, as if multiple screwdrivers were being slowly pushed into it, but luckly it subsided faster than before.	game/level2.rpy	215	"[what]"
cameraroom_28e863af_1		Han was trying to get up, unsuccessfully, with fear etched in his face.	game/level2.rpy	217	"[what]"
cameraroom_fbb1efd7_1	han	Never, never try to look at them! You hear me? You can only see the infected ones, but not...	game/level2.rpy	219	han "[what]"
cameraroom_a310ee36_1		Han clutched his chest mid-sentence, then gasped for air.	game/level2.rpy	221	"[what]"
cameraroom_c5af325f_1		Quinn got down to help him, but it was too late, the old man had passed away almost immediately, perhaps due to the stress of the moment.	game/level2.rpy	223	"[what]"
cameraroom_a274c578_1		He could not make sense of the words of Han, but he decided it would be best to heed them. Honoring his last words, Quinn went in the shaft without trying to look to the cameras again.	game/level2.rpy	225	"[what]"
corridor4_ccad3edf		He knew that he had to keep moving, but the claustrophobia was getting to him. He felt like the walls were closing in on him, and he couldn't breathe.	game/level2.rpy	233	"[what]"
corridor4_08a9f77a		This shaft had even less space than the one before, he had to crawl through most of it. And because this one went down, he had to crawl downwards, which was even more uncomfortable.	game/level2.rpy	235	"[what]"
corridor4_0b31aa31		Also, as this shaft went below the floor of the room above, there was blood leaking out from the crevices in the ceiling.	game/level2.rpy	237	"[what]"
corridor4_c124c3de		Quinn crawled slowly through the shaft, his heart pounding in his chest. He could feel the blood dripping onto his skin, and the smell of it was making him gag.	game/level2.rpy	239	"[what]"
corridor4_8fbb0875	q	I have to get out of here, I have to get out of here now.	game/level2.rpy	243	q "[what]"
corridor4_ecd6f1c1		The pain was also getting worse due to the crawling	game/level2.rpy	247	"[what]"
corridor4_072441bc		He stopped crawling and took a deep breath. He tried to calm himself down, but it was no use. The claustrophobia was becoming too intense.	game/level2.rpy	249	"[what]"
corridor4_9dbf72f7		He clawed at the walls, trying to find a way out, but there was none.	game/level2.rpy	253	"[what]"
corridor4_fd33a7ce		He tried to focus on other less disheartening thoughts, unsuccessfully.	game/level2.rpy	257	"[what]"
corridor4_d10c1e20		He took a deep breath and closed his eyes. He focused on his breathing and tried to relax. Even though he could not manage to calm himself, he could at least breathe again.	game/level2.rpy	259	"[what]"
corridor4_79d28132		After managing to get his breathing under control, Quinn resumed his journey through the narrow ventilation shaft, until he finally reached the exit, and took a glance from the slits in the door.	game/level2.rpy	261	"[what]"
living_quarters_5ced1b4d		Quinn took a glance from the slits in the door, checking if there was anyone near.	game/level2.rpy	269	"[what]"
living_quarters_6729e0e2		Even though it was an empty corridor, there was some debris on the floor, and the walls were covered in blood.	game/level2.rpy	271	"[what]"
living_quarters_3512f308		Normally, he would have checked out a bit more throughly, spent a few more moments to make sure there was no one around, but he was in a hurry to get out of that enclosed space.	game/level2.rpy	273	"[what]"
living_quarters_890e7960	q	Finally, an open space to breathe...	game/level2.rpy	277	q "[what]"
living_quarters_d1fb3892		He steps out of the shaft with little confidence, and looks around a bit more.	game/level2.rpy	279	"[what]"
living_quarters_c1571066		This is the living quarters, where most of the crew members sleep. It's a large area, with many rooms, and a few common areas.	game/level2.rpy	281	"[what]"
living_quarters_ffa9ccb8		The bad thing, the next shaft was on the other side of the corridor, and he would have to cross it to get there.	game/level2.rpy	283	"[what]"
living_quarters_22d994e8		He took a deep breath to calm himself down.	game/level2.rpy	285	"[what]"
living_quarters_812b3b72	q	I have to keep quiet...	game/level2.rpy	289	q "[what]"
living_quarters_83248d1c		Quinn knew he didn't have the luxury of time on his side, so he started moving forward.	game/level2.rpy	291	"[what]"
living_quarters_8aa68cf7		Each step was filled with an endless amount of fear, as he could see the bloody marks left everywhere in the corridor, in the floor, the walls, even the ceiling was full of them.	game/level2.rpy	293	"[what]"
living_quarters_a9cd5701		He worried about the cause behind all this carnage, what manner of creature would be able to do so much destruction in so little time.	game/level2.rpy	295	"[what]"
living_quarters_3c5e3763		As Quinn worried about such things, he found himself in the corner of the corridor. He had to turn left here to get to the shaft leading to the docks.	game/level2.rpy	297	"[what]"
living_quarters_dcdc70e0		He knew better than to just stroll there, so he kneeled and peeked carefully at the other side.	game/level2.rpy	299	"[what]"
living_quarters_1a3b3b9e		A small figure was standing right in the middle of the corridor. It looks like a child but there was no way to really be sure due to the darkness that enveloped the whole area.	game/level2.rpy	305	"[what]"
living_quarters_46e03938		The most worrying thing was that it was standing in front of the shaft's entrance.	game/level2.rpy	307	"[what]"
living_quarters_a2a21638		If Quinn was to do anything, he'd have to do it fast.	game/level2.rpy	309	"[what]"
living_quarters_9280f6be		Quinn knew he had to act fast, so he decided to just go for it.	game/level2.rpy	315	"[what]"
living_quarters_d116757a		Without thinking in the details, he sprinted towards the figure, and tackled it to the ground without much resistance.	game/level2.rpy	317	"[what]"
living_quarters_ac2fca3e		The figure crashed near the entrance to the shaft, and its head hit the floor with a loud thud.	game/level2.rpy	319	"[what]"
living_quarters_d8b3a71b		Quinn looked at the face belonging to that figure, and he felt his heart stop for a moment.	game/level2.rpy	321	"[what]"
living_quarters_d11edee5		It was indeed a kid, no more than 10 years old, with a bloody face and a blank stare.	game/level2.rpy	323	"[what]"
living_quarters_b2271fe2		There weren't many kids in the ship, and Quinn knew most of them. This one was Alan's son, Ricky.	game/level2.rpy	325	"[what]"
living_quarters_e4b17bd4		Quinn felt sick to his stomach at the thought of possibly having killed a kid, but immediately after the thought entered his head, he felt shivers down his spine.	game/level2.rpy	327	"[what]"
living_quarters_7a60ecea		There were other similar shadowy figures standing in the corridor, and even though one could not see their eyes, Quinn knew they were all looking at him.	game/level2.rpy	329	"[what]"
living_quarters_2f0f13e9		He looked at Ricky again, and he saw that the eyes were not blank, they were looking at him, and they were full of hate and a bright color red.	game/level2.rpy	331	"[what]"
living_quarters_e7cdaedd		The eye, once again, appeared inside of his own mind.	game/level2.rpy	342	"[what]"
living_quarters_cab9e159		Quinn grabbed his head in pain, as if a screwdriver was being slowly pushed into it, but luckly it subsided faster than before.	game/level2.rpy	344	"[what]"
living_quarters_ad8cccc4		He hurried to enter the shaft, as he could hear the footsteps of the other figures approaching him.	game/level2.rpy	346	"[what]"
living_quarters_a717b625		He entered the shaft and closed the door behind him, and he could hear the figures banging on the door, trying to get in.	game/level2.rpy	348	"[what]"
living_quarters_9612eb80		But after a few seconds, the banging stopped, and everything went silent.	game/level2.rpy	350	"[what]"
living_quarters_cb7038e8		Quinn was tempted to peek through the slits in the door, but he remembered the words of the letter, and decided against it, continuing towards the docks.	game/level2.rpy	352	"[what]"
living_quarters_9280f6be_1		Quinn knew he had to act fast, so he decided to just go for it.	game/level2.rpy	358	"[what]"
living_quarters_6cb66b80		He kept to the shadows as much as possible, and avoided the direction of where it appeared that it was looking at.	game/level2.rpy	360	"[what]"
living_quarters_367d8918		He managed to get a few steps away from the entrance of the shaft, but then he heard a voice.	game/level2.rpy	362	"[what]"
living_quarters_796f63e0	"???"	Don't leave, come and see...	game/level2.rpy	364	"???" "[what]"
living_quarters_4f685313		Quinn's heart skipped a beat, and he turned around to see another figure standing right in front of him, followed by a sharp pain in his stomach.	game/level2.rpy	366	"[what]"
living_quarters_54ab2e30		A pair of scissors were sticking out of his stomach, and he could feel how the blood started dripping from the wound.	game/level2.rpy	368	"[what]"
living_quarters_fc6f0f11		He looked at the face belonging to that figure, and it was a kid. No more than 10 years old, with a bloody face and a blank stare.	game/level2.rpy	372	"[what]"
living_quarters_6faf09f2		His skin was pale and translucent, and his veins pulsed with a dark energy. His eyes were like two pools of blood, and his lips were curled into a cruel smile.	game/level2.rpy	374	"[what]"
living_quarters_dea64f29		He recognized the kid, Horace, the grandkid of Miss Ladeeva, and one of the few kids in the ship.	game/level2.rpy	376	"[what]"
living_quarters_c325b0e4		Quinn's survival instincts reacted, and he pushed Horace away from him with force, and ran towards the shaft.	game/level2.rpy	378	"[what]"
living_quarters_991415b4		The kid fell to the ground, and Quinn could hear him laughing as he entered the shaft.	game/level2.rpy	380	"[what]"
living_quarters_ebf8e667	"Horace"	Come back soon, I'll be waiting for you...	game/level2.rpy	382	"Horace" "[what]"
living_quarters_3ee5194f		Quinn closed the door behind him, and he could hear the laughter of the kid echoing through the shaft as he hurried towards the docks.	game/level2.rpy	384	"[what]"
start_dd5dbf18		This is the Stellaris, a mining and repair ship that has been in service for over 30 years. It is currently on a routine mission to repair a mining station in the outer reaches of the solar system.	game/script.rpy	31	"[what]"
start_c4be0888		Due to the design standards of the time, the ship is quite small for the amount of crew members it holds, and that becomes even more notorious when, to try and save costs, Rymond Corp. decided to fit 200 people in a ship meant for 120.	game/script.rpy	33	"[what]"
start_59eb0bf8		The crew has gotten used to the cramped conditions, and the ship has become a second home to them. They have been on this mission for 3 months now, and they still have 2 more to go before they can return to their homes.	game/script.rpy	35	"[what]"
start_37571b6e		The cargobay is one of the ship's most concurred areas, as most of its technical crew works there. Among them, a couple of young technicians are working on a broken circuit board.	game/script.rpy	37	"[what]"
start_e191507f		'Hey, can you pass me that laser adaptator?'	game/script.rpy	39	"[what]"
start_83f6bb73	q	Sure, here you go. So, how's the day treating you?	game/script.rpy	46	q "[what]"
start_7c835e82		The adaptator leaves Quinn's hands and forms an arc, falling in the hands of the other technician.	game/script.rpy	48	"[what]"
start_10a56e1e	l	It's so quiet and boring out here. Nothing ever happens on these space travels.	game/script.rpy	52	l "[what]"
start_418878c5	q	Well, that's a good thing, right? I mean, you don't want anything actually unexpected to happen in space.	game/script.rpy	54	q "[what]"
start_80135dad	l	Yeah yeah I know, It's just so boring out here, stuck doing the same repair work day in and day out.	game/script.rpy	56	l "[what]"
start_c6f84bc7	l	The only interesting thing to happen is when a meteorite hits the ship and we have to fix the hull, or a circuit overloads and we have to spend hours in those damn suits while we fix it.	game/script.rpy	58	l "[what]"
start_032c0d4d	q	Yeah, I know what you mean. I'm just glad we're not on a military ship. I hear they have to deal with pirates and stuff.	game/script.rpy	60	q "[what]"
start_7a9026ca	l	I think I would prefer it there. Here it's like we're on a never-ending loop. Fixing broken equipment, checking inventory, and all that jazz.	game/script.rpy	62	l "[what]"
start_73ec965d		The sound of the intense hammering from the other side of the cargo bay suddenly intensifies.	game/script.rpy	64	"[what]"
start_6d70cb20	alan	...	game/script.rpy	68	alan "[what]"
start_49f3e3ba	q	And what about that guy? He's been hammering away like a madman for hours now. What is it now, the 5th day in a row?	game/script.rpy	70	q "[what]"
start_a4423c17	l	Alan? Yeah, some of the guys are really worried about him, he's been acting strange for the past couple of weeks, and now with that hammering, he says he's fixing some loose plates but I don't know...But he's one of the seniors, he's been at this for like two decades.	game/script.rpy	72	l "[what]"
start_7d1a9bc3	l	Once they get to that point, they live in their own little world, tinkering away without a care, as if they are robots instead of humans.	game/script.rpy	76	l "[what]"
start_cb61a3a3	q	Might be the only way to stay sane out here. I mean, we're stuck in this tin can for months at a time.	game/script.rpy	78	q "[what]"
start_3c6c558a		Logan lets out a long sigh.	game/script.rpy	80	"[what]"
start_37e2d5c8	l	I always thought being a technician in space would be more adventurous.	game/script.rpy	82	l "[what]"
start_5523a472	q	Remember that time when the gravity control system malfunctioned? We were floating around like astral explorer minus the cool suits. You could count that as an adventure	game/script.rpy	84	q "[what]"
start_25a9042a		They both chuckle at the memory.	game/script.rpy	86	"[what]"
start_853ac2c6	l	Oh man, I thought we were going to be stuck up there forever.	game/script.rpy	88	l "[what]"
start_a6b4170a	q	Not everyone gets the chance to work in space, you know? I mean, we're technicians in space. That's pretty cool.	game/script.rpy	90	q "[what]"
start_c4f2fbed	l	Yeah, I guess you're right. I just wish we could do something more exciting.	game/script.rpy	92	l "[what]"
start_d30019c4	q	Well, we could always go to the bar and get shitfaced afterwards, you know, the ol'reliable solution to any and all problems in life.	game/script.rpy	94	q "[what]"
start_913ce4a6	l	Haha, yeah, I guess we could do that. I shouldn't complain too much. It's still a pretty cool gig when you think about it.	game/script.rpy	96	l "[what]"
start_32ca2d00	l	What do you say we head to the dining hall for some dinner? I'd hate to get drunk on an empty stomach again, last time I did that I woke up in the med bay.	game/script.rpy	98	l "[what]"
dininghall_d4011c04		The dining hall of the Stellaris is a large room compared to most of the common areas of the ship, but it is still quite small considering that almost two hundred people inhabit the vessel, and usually most of them converge in this very room at the same time.	game/script.rpy	113	"[what]"
dininghall_a080f8cc		The duo enter the dining hall and head towards the food counter.	game/script.rpy	115	"[what]"
dininghall_296a032f	q	What are we having today Ms. Ladeeva?	game/script.rpy	119	q "[what]"
dininghall_23dfe6d3	ladeeva	Hi Quinn! Japanese omellete with rice, packed meat sticks and microgreens.	game/script.rpy	123	ladeeva "[what]"
dininghall_b2f47e6f	l	Meat! Nice!	game/script.rpy	127	l "[what]"
dininghall_23230393	q	I do not know how you can eat that stuff, it's so bland.	game/script.rpy	129	q "[what]"
dininghall_1cae42fe	l	Meat is meat my friend, and as you said, I should not complain, we are in space after all.	game/script.rpy	131	l "[what]"
dininghall_e335c416	q	Ugh...	game/script.rpy	133	q "[what]"
dininghall_abd64dcb	ladeeva	Oh don't pout Quinn, go eat your protein, you know that for once, Logan is right.	game/script.rpy	135	ladeeva "[what]"
dininghall_74828862	q	Fine, fine, guess I'll just swalow it down.	game/script.rpy	137	q "[what]"
dininghall_18a5d869	ladeeva	Attaboy!	game/script.rpy	139	ladeeva "[what]"
dininghall_4c1cb203		They both grab their trays and head towards the tables.	game/script.rpy	146	"[what]"
dininghall_39354484		The dining hall is full of people, which is quite common given the reduced size of the hall for the amount of people it holds, and the noise of the conversations and the clattering of the cutlery is almost deafening.	game/script.rpy	148	"[what]"
dininghall_4defccaf	q	Why did they have to enforce that you can't eat in your room? I can barely hear myself think in here.	game/script.rpy	152	q "[what]"
dininghall_0ef19d3f	l	You can't get rid of the roaches then, you know, they only need a bit of food and a small space to crawl into and then you have a full colony of them.	game/script.rpy	156	l "[what]"
dininghall_7f9384fb	q	Well, it does suck to find one of the flying ones in your bed.	game/script.rpy	158	q "[what]"
dininghall_2c778e42	q	Let's just eat fast then.	game/script.rpy	160	q "[what]"
dininghall_be89b388		They start eating, but then, there's a commotion on the far side of the hall.	game/script.rpy	162	"[what]"
dininghall_05415593	q	What's that?	game/script.rpy	164	q "[what]"
dininghall_b21610f8		They both look towards the commotion.	game/script.rpy	166	"[what]"
dininghall_6d70cb20	alan	...	game/script.rpy	172	alan "[what]"
dininghall_ef06bc84	yselle	What the hell is that?!	game/script.rpy	176	yselle "[what]"
dininghall_818bfaaf		Due to the amount of people in front of them, they are not able to see the reason for all the fuzz, but Quinn manages to get a glance at something.	game/script.rpy	178	"[what]"
dininghall_0c7fdb38		A red eye, sitting inside a ball of bloody flesh	game/script.rpy	186	"[what]"
dininghall_f229128d		Quinn's heart pounded in his chest as he stared at eye. He had seen many strange things in his time in space, but nothing like this. The eye was bloodshot and unblinking, its red iris staring up at him with an intelligence that was both alien and malevolent.	game/script.rpy	190	"[what]"
dininghall_e6ed4129		He took a step back unconciously and bumped into Logan, who was still trying to see what was going on.	game/script.rpy	192	"[what]"
dininghall_673dd00a	l	Hey, did you see what happened? What is it?	game/script.rpy	198	l "[what]"
dininghall_df5990fa		Quinn could not respond.	game/script.rpy	202	"[what]"
dininghall_f4b7c271		Even though the people in front of him had blocked his view of the ball of flesh, it was still vivid in his mind, and he felt...	game/script.rpy	204	"[what]"
dininghall_4257f1e1		He felt like he could still see the eye, and it looked directly at him	game/script.rpy	206	"[what]"
dininghall_4cbbed7e		Quinn felt a wave of nausea wash over him, as if his brain was being scrambled, trying to make sense of something that was beyond its comprehension. He knew he should turn away, but he couldn't, he could still see that eye even if he closed his own.	game/script.rpy	211	"[what]"
dininghall_c45f8330	l	Dude, are you ok? You are pale as a ghost.	game/script.rpy	213	l "[what]"
dininghall_1d3572a3		He could hear Logan's voice, but it sounded distant, as if he was underwater.	game/script.rpy	215	"[what]"
cargobay_0d5a663a	l	Fine, I'm not that hungry yet anyways, how can I help you?	game/script.rpy	232	l "[what]"
cargobay_d353d762	q	Are you so free that you have time to help someone else?	game/script.rpy	236	q "[what]"
cargobay_be507130		They both chuckle	game/script.rpy	238	"[what]"
cargobay_acb72724	l	I have absolutely no issue with just sitting here and watching you slave away, all of my work for the day is basically done.	game/script.rpy	240	l "[what]"
cargobay_5655a3d1	q	Alright, then hold this for me will you?	game/script.rpy	242	q "[what]"
cargobay_08c4ab48		They keep working around Quinn's tasks for several minutes in where they actually manage to complete everything that Quinn needed to do	game/script.rpy	247	"[what]"
cargobay_f293739e	q	Ok, that's done, I'll have to brag to Yselle about this later.	game/script.rpy	251	q "[what]"
cargobay_50f787df	l	Ho? Are we that close now? I thought you were still trying to get her to go out with you.	game/script.rpy	255	l "[what]"
cargobay_4014611c	q	I haven't, we just enjoy talking to each other	game/script.rpy	257	q "[what]"
cargobay_dc2634f6	l	Aha, sure... You want to snuggle your supervisor, nothing wrong with that	game/script.rpy	259	l "[what]"
cargobay_0aed2d6a	q	Screw you, punk	game/script.rpy	261	q "[what]"
cargobay_7350bf76		Even though it looks like they are arguing, both of them are smiling, so it's all playful banter	game/script.rpy	263	"[what]"
cargobay_c218d627		But suddenly...	game/script.rpy	265	"[what]"
cargobay_650750d7		There's a commotion coming from the dining hall's direction, like multiple people screaming	game/script.rpy	269	"[what]"
cargobay_785b86d5	l	What's that?	game/script.rpy	271	l "[what]"
cargobay_132bc1c7	q	I don't know... looks like screams, perhaps there was an accident in the kitchen, let's go there.	game/script.rpy	273	q "[what]"
cargobay_c6461bb1		They start walking towards the dinig hall, but then they see Alan running in full sprint in their direction	game/script.rpy	275	"[what]"
cargobay_a0ad27cd	q	What the...	game/script.rpy	279	q "[what]"
cargobay_9e831a62		Alan looks completely unhinged, and his face looks like it was smeared with blood	game/script.rpy	281	"[what]"
cargobay_9adc8e5b	l	Did he go completely nuts from a moment ago?	game/script.rpy	285	l "[what]"
cargobay_3a717263		Quinn was about to reply to his friend but he saw that Alan was holding something in his arms while running	game/script.rpy	287	"[what]"
cargobay_d120296c		It was only for a brief moment, but Quinn took a look at it	game/script.rpy	289	"[what]"
cargobay_0c7fdb38		A red eye, sitting inside a ball of bloody flesh	game/script.rpy	294	"[what]"
cargobay_f229128d		Quinn's heart pounded in his chest as he stared at eye. He had seen many strange things in his time in space, but nothing like this. The eye was bloodshot and unblinking, its red iris staring up at him with an intelligence that was both alien and malevolent.	game/script.rpy	298	"[what]"
cargobay_204f3b6d		With all of that going through his head, Quinn is stunned, unable to move.	game/script.rpy	302	"[what]"
cargobay_d22c0928		Alan continues running and goes past them, but directs a very suspicious glance at Quinn before he turns his head forward.	game/script.rpy	304	"[what]"
cargobay_0dfe0987	l	What in the...looked like he was carrying something, but why such a rush? Did something happen back there?	game/script.rpy	306	l "[what]"
cargobay_ba52acb0	l	Hey, are you ok? You look pale dude	game/script.rpy	308	l "[what]"
cargobay_df5990fa		Quinn could not respond.	game/script.rpy	310	"[what]"
cargobay_8de536f7		That thing... he only glanced at it for a mere instant, but in his mind...	game/script.rpy	312	"[what]"
cargobay_4257f1e1		He felt like he could still see the eye, and it looked directly at him	game/script.rpy	314	"[what]"
cargobay_4cbbed7e		Quinn felt a wave of nausea wash over him, as if his brain was being scrambled, trying to make sense of something that was beyond its comprehension. He knew he should turn away, but he couldn't, he could still see that eye even if he closed his own.	game/script.rpy	319	"[what]"
cargobay_62013c31	l	Hey Quinn, you ok?	game/script.rpy	321	l "[what]"
cargobay_1d3572a3		He could hear Logan's voice, but it sounded distant, as if he was underwater.	game/script.rpy	323	"[what]"
cargobayrun_34341532	q	I...I have to go, need to get out of here	game/script.rpy	340	q "[what]"
cargobayrun_ae2955e5	l	What do you mean? Where are you going?	game/script.rpy	344	l "[what]"
cargobayrun_e0201390		Quinn doesn't even reply back to Logan, but starts leaving the cargo bay in a hurry. He's not even looking at where he is going.	game/script.rpy	348	"[what]"
cargobayrun_9df81944		His footsteps are irregular, and his breathing is shallow.	game/script.rpy	350	"[what]"
cargobayrun_4f642400		Before he can leave the bay, a figure bumps into him.	game/script.rpy	352	"[what]"
cargobayrun_5a13ad9e	yselle	Quinn! Thank god, please you have to come with me, something is happening to the others...	game/script.rpy	356	yselle "[what]"
cargobayrun_77987f05		Quinn manages to snap out of his trance and looks at Yselle, she's clearly agitated as well	game/script.rpy	358	"[what]"
cargobayrun_c8cdae92	q	The others? What...	game/script.rpy	360	q "[what]"
cargobayrun_1d83aa3f		The eye...it flashes in Quinn's mind again, like a beacon lighting up the darkness	game/script.rpy	369	"[what]"
cargobayrun_db7c007d		Quinn's consciousness fails, as Yselle panic multiplies when she sees him drop down to the floor	game/script.rpy	378	"[what]"
cargobayrun_629d46ad	yselle	QUINN! No no no we have to get out of here! Help!	game/script.rpy	380	yselle "[what]"
cargobayrun_7c83ac1b		The last thing Quinn sees is her face before it all goes to black	game/script.rpy	382	"[what]"
dininghallrun_34341532	q	I...I have to go, need to get out of here	game/script.rpy	392	q "[what]"
dininghallrun_7dd759c2	l	What do you mean get out of here? What, is it your ex or something?	game/script.rpy	396	l "[what]"
dininghallrun_447045d2		Quinn doesn't even reply back to Logan, but starts leaving the dining hall in a hurry.	game/script.rpy	400	"[what]"
dininghallrun_9df81944		His footsteps are irregular, and his breathing is shallow.	game/script.rpy	402	"[what]"
dininghallrun_55f6f210		Before he can leave the dining hall, a figure steps in front of him, looking at Quinn with worry.	game/script.rpy	404	"[what]"
dininghallrun_0265a6b0	ladeeva	Quinn, son, are you feeling alright? Want seconds? You look pale, let me give you a hand	game/script.rpy	408	ladeeva "[what]"
dininghallrun_e2001242		Quinn was about to turn her down when a scream was heard from the other side of the hall	game/script.rpy	410	"[what]"
dininghallrun_8a45379d		Another scream, now much closer	game/script.rpy	416	"[what]"
dininghallrun_96f10bd0		Before Quinn is able to react, he feels like his consciousness fails him, and then it all goes black	game/script.rpy	425	"[what]"
askforhelp_d70aa006		Quinn turned to Logan, who was looking at him with a worried expression, and tried to vocalize a call for help, as he knew his best friend would be there for him, but no voice came out of his throat.	game/script.rpy	433	"[what]"
askforhelp_93be176c		He tried to move, but his body felt like it was made of lead, unable of even lifting his own arms.	game/script.rpy	435	"[what]"
askforhelp_2e78039d		Logan reached out and touched Quinn's arm. Quinn felt a jolt of electricity run through his body, and he staggered backwards. Logan looked at his hand in shock.	game/script.rpy	437	"[what]"
askforhelp_7f9cbcc5	l	What the hell?	game/script.rpy	441	l "[what]"
askforhelp_e8ab03c9		Finally, Quinn breathed out, and his voice came back to him.	game/script.rpy	443	"[what]"
askforhelp_2c91bcaa	l	An eye? Whose eye? What the hell was that?	game/script.rpy	449	l "[what]"
askforhelp_fd5b04ed	q	I...I don't know, I just saw an eye, it was red and it was staring at me, I don't know what it was, but it was...	game/script.rpy	451	q "[what]"
askforhelp_721f1454		Before they are able to continue the conversation, there's a scream heard near them.	game/script.rpy	453	"[what]"
askforhelp_1ae37081	l	What was that now?	game/script.rpy	455	l "[what]"
askforhelp_8a45379d		Another scream, now much closer	game/script.rpy	461	"[what]"
askforhelp_96f10bd0		Before Quinn is able to react, he feels like his consciousness fails him, and then it all goes black	game/script.rpy	470	"[what]"
askforhelp_9cf6d232	l	What do you mean you don't know? You got paler than the meat sticks, spit it out, what was that?	game/script.rpy	476	l "[what]"
askforhelp_9f11232b	q	It's true! I have no idea what that was, it... it is hard to describe it	game/script.rpy	478	q "[what]"
askforhelp_aee4ebb6	l	Well guess I'll just have to take a look then...	game/script.rpy	480	l "[what]"
askforhelp_721f1454_1		Before they are able to continue the conversation, there's a scream heard near them.	game/script.rpy	482	"[what]"
askforhelp_1ae37081_1	l	What was that now?	game/script.rpy	484	l "[what]"
askforhelp_8a45379d_1		Another scream, now much closer	game/script.rpy	490	"[what]"
askforhelp_96f10bd0_1		Before Quinn is able to react, he feels like his consciousness fails him, and then it all goes black	game/script.rpy	499	"[what]"
askforhelp_33b5e726		Quinn just stared at Logan like a deer before headlights	game/script.rpy	505	"[what]"
askforhelp_19c2cc84	l	What is it man? You are freaking me out, also how did you pass so much static, are you suddenly made of copper?	game/script.rpy	507	l "[what]"
askforhelp_721f1454_2		Before they are able to continue the conversation, there's a scream heard near them.	game/script.rpy	509	"[what]"
askforhelp_1ae37081_2	l	What was that now?	game/script.rpy	511	l "[what]"
askforhelp_8a45379d_2		Another scream, now much closer	game/script.rpy	517	"[what]"
askforhelp_96f10bd0_2		Before Quinn is able to react, he feels like his consciousness fails him, and then it all goes black	game/script.rpy	526	"[what]"
